accessno,activity,access_date_time,access_time
12970,Extracurricular Activities ,12:18 AM,8/12/2013
8942,	Holds ,4:41 AM,12/28/2011
11121,	Holds ,6:02 PM,7/3/2013
8602,	Holds ,9:35 PM,1/23/2015
12355,Extracurricular Activities ,7:38 AM,7/9/2017
8907,	Holds ,11:54 PM,4/21/2016
8176,	Emergency Contacts ,10:55 PM,5/1/2013
933,Extracurricular Activities ,10:16 AM,4/21/2017
9440,	Holds ,11:43 AM,11/18/2016
7812,User Preferences ,7:05 PM,8/15/2017
2969,Licenses and Certificates ,7:44 AM,6/25/2015
13286,	Holds ,7:13 AM,7/11/2016
6304,	Holds ,11:49 PM,3/14/2014
7267,	Holds ,3:34 PM,3/24/2016
5369,Extracurricular Activities ,7:11 PM,2/24/2012
2283,User Preferences ,9:59 AM,2/14/2012
8225,	Holds ,4:26 PM,5/29/2017
6751,Licenses and Certificates ,5:40 AM,5/22/2013
11936,Extracurricular Activities ,10:42 AM,9/23/2016
7007,	Holds ,1:29 PM,5/9/2016
8924,Extracurricular Activities ,4:44 AM,12/27/2016
7431,	Holds ,11:56 PM,11/27/2015
6927,Extracurricular Activities ,5:15 AM,6/16/2013
11788,User Preferences ,11:06 PM,3/26/2015
5991,Licenses and Certificates ,10:55 AM,5/31/2017
13890,	Holds ,12:15 AM,11/26/2012
3060,Licenses and Certificates ,6:22 PM,3/22/2013
3254,Extracurricular Activities ,7:21 AM,11/5/2012
7527,	Holds ,4:48 PM,8/28/2012
10101,User Preferences ,1:39 AM,4/25/2017
14298,Extracurricular Activities ,5:20 AM,3/29/2017
4017,	Holds ,8:29 PM,3/26/2012
5680,Extracurricular Activities ,5:13 PM,2/28/2016
2632,Licenses and Certificates ,3:46 AM,4/9/2017
1080,Extracurricular Activities ,2:35 AM,8/18/2015
13265,Extracurricular Activities ,2:21 AM,5/6/2012
9475,User Preferences ,11:29 PM,9/1/2016
12015,	Holds ,7:04 PM,11/1/2011
5230,Extracurricular Activities ,5:41 PM,4/11/2015
12256,	Holds ,9:21 AM,6/2/2017
11397,	Holds ,6:40 PM,10/24/2012
9220,Licenses and Certificates ,6:22 PM,6/6/2017
7213, Phone Numbers ,9:57 PM,12/14/2013
7984,	Holds ,4:42 PM,12/25/2011
14877,Extracurricular Activities ,10:12 AM,9/9/2013
5423,User Preferences ,6:21 PM,11/27/2011
3394,	Holds ,8:09 AM,4/28/2015
9438,Extracurricular Activities ,10:19 PM,1/30/2017
14075,Personal Data Summary ,2:59 AM,10/9/2016
6736,Licenses and Certificates ,3:39 AM,7/13/2016
2823,User Preferences ,8:02 AM,5/14/2014
10689,	Holds ,7:42 AM,8/30/2015
14350,	Holds ,5:12 AM,4/7/2014
12508,	Holds ,12:51 AM,7/7/2014
9547,User Preferences ,12:36 AM,10/4/2014
14409,	Holds ,3:15 AM,1/21/2017
13881,User Preferences ,5:42 PM,2/16/2013
2454,	Holds ,1:26 PM,10/31/2012
1904,	Holds ,8:29 AM,4/14/2014
330,	Holds ,12:56 PM,2/2/2017
11759,Extracurricular Activities ,7:46 AM,2/23/2014
13504,	Holds ,2:37 AM,3/2/2014
9347,Personal Data Summary ,3:45 AM,1/29/2012
6845,	Holds ,9:35 AM,12/29/2014
10935,	Holds ,8:48 AM,6/28/2017
7211,	Holds ,4:43 AM,6/2/2017
14830,Licenses and Certificates ,9:32 AM,1/6/2017
6207,	Holds ,7:11 PM,10/22/2012
9403,Personal Data Summary ,9:21 AM,8/30/2013
3810,Personal Data Summary ,3:36 AM,8/3/2017
13505,	Holds ,1:38 AM,2/22/2012
9561,	Holds ,5:33 AM,8/29/2011
8185,Extracurricular Activities ,8:21 PM,2/14/2012
14689,Licenses and Certificates ,9:16 AM,3/11/2013
7629,	Holds ,9:38 AM,6/19/2012
4288,	Holds ,6:47 PM,9/2/2015
12642,	Holds ,10:31 PM,11/16/2016
10405,Licenses and Certificates ,10:01 PM,7/30/2017
9052,Extracurricular Activities ,10:12 PM,12/23/2015
7325,	Holds ,3:14 PM,8/24/2015
13997,Extracurricular Activities ,10:57 PM,4/10/2016
11610,	Holds ,7:14 PM,3/20/2014
3511,	Holds ,10:49 AM,5/29/2012
1886,	Holds ,7:28 AM,5/13/2015
12112,Extracurricular Activities ,4:34 PM,2/18/2017
11304,Extracurricular Activities ,11:32 AM,10/24/2015
4408,	Holds ,10:01 AM,2/5/2016
2689,Extracurricular Activities ,7:36 PM,3/27/2013
13462,	Holds ,3:40 PM,5/1/2015
10903,	Emergency Contacts ,6:32 PM,2/13/2013
11543,	Emergency Contacts ,4:26 PM,11/12/2016
8803,	Holds ,9:29 AM,12/21/2016
7962,	Holds ,9:53 AM,12/24/2016
4445,	Holds ,3:30 AM,11/25/2012
8580,	Holds ,10:49 PM,2/19/2015
841,Licenses and Certificates ,12:27 PM,11/1/2014
10707,	Holds ,1:39 AM,4/5/2015
9872,	Holds ,3:49 PM,1/21/2017
13630,	Holds ,1:52 PM,7/15/2016
358,User Preferences ,11:22 PM,2/1/2017
4821,	Holds ,10:37 PM,2/7/2015
1899,Licenses and Certificates ,9:49 AM,4/19/2015
3609,Extracurricular Activities ,5:50 AM,1/2/2016
11184,Licenses and Certificates ,5:45 AM,10/10/2011
7441,	Holds ,12:58 AM,11/17/2016
6850,	Holds ,11:54 PM,5/26/2015
12001,Extracurricular Activities ,11:49 PM,10/3/2013
11924,Licenses and Certificates ,7:28 AM,5/22/2015
4562,	Holds ,9:41 AM,7/5/2012
3486,	Emergency Contacts ,8:09 AM,12/10/2014
13047,	Holds ,10:42 PM,9/2/2012
13747,Extracurricular Activities ,3:19 AM,5/8/2012
7709,Extracurricular Activities ,9:00 PM,3/3/2017
13612,Extracurricular Activities ,4:31 PM,9/2/2012
441,	Holds ,12:21 PM,1/20/2013
14362,Extracurricular Activities ,10:20 AM,4/21/2015
3220,	Holds ,6:40 AM,8/13/2017
2233,	Emergency Contacts ,4:55 PM,10/6/2014
2126,	Holds ,4:00 AM,6/6/2012
308,	Holds ,10:39 AM,8/22/2015
2151,	Holds ,11:28 AM,4/25/2013
4650,	Holds ,11:31 PM,12/2/2016
12542,Extracurricular Activities ,7:12 AM,8/20/2012
8770,	Holds ,8:00 AM,6/6/2012
9946,	Holds ,12:34 AM,7/17/2013
7210,Licenses and Certificates ,7:09 PM,5/9/2017
3528,Licenses and Certificates ,12:51 AM,2/19/2013
10839,	Holds ,12:09 PM,5/12/2016
3882,	Holds ,2:04 PM,12/7/2012
11757, Phone Numbers ,7:17 AM,8/13/2017
12568,	Emergency Contacts ,11:40 AM,8/6/2013
7872,Licenses and Certificates ,2:22 AM,11/5/2013
6708,	Holds ,7:28 PM,12/19/2013
13886,Extracurricular Activities ,1:34 AM,10/19/2016
6277,	Emergency Contacts ,3:41 PM,7/20/2016
9670,	Holds ,1:03 PM,1/13/2012
1399,	Holds ,6:08 PM,9/4/2016
8186,	Holds ,7:33 AM,2/27/2015
576,	Holds ,3:10 PM,7/21/2015
4487,Extracurricular Activities ,12:03 AM,5/25/2012
13562,User Preferences ,3:25 AM,7/30/2015
2835,User Preferences ,4:30 AM,8/15/2014
7196,	Holds ,2:20 AM,6/2/2015
4507,	Holds ,5:56 AM,2/19/2016
2220, Phone Numbers ,4:20 PM,11/26/2013
2013,	Holds ,7:29 PM,4/8/2014
3369,	Holds ,12:36 PM,7/22/2016
7787,Extracurricular Activities ,1:34 PM,11/8/2012
1526,	Holds ,9:42 AM,7/18/2015
13395,	Holds ,5:43 PM,1/12/2013
14498,	Holds ,5:59 AM,6/27/2015
11087,	Holds ,4:17 PM,12/4/2015
4614,	Holds ,10:33 PM,1/4/2017
1569,Licenses and Certificates ,1:17 PM,2/4/2015
14093,	Holds ,7:32 PM,12/31/2012
9118,Extracurricular Activities ,9:31 AM,7/13/2013
7964,	Holds ,5:39 PM,8/28/2011
9327,Extracurricular Activities ,2:02 AM,9/22/2012
11259,Extracurricular Activities ,2:37 AM,3/29/2013
5957,	Holds ,3:05 PM,11/12/2015
10872,Licenses and Certificates ,8:06 AM,7/27/2017
2904,Extracurricular Activities ,5:47 PM,4/29/2013
5219,	Holds ,8:31 PM,1/13/2017
7633,	Holds ,8:48 PM,1/27/2012
14975,	Holds ,7:54 PM,1/11/2013
5258,	Holds ,1:20 AM,12/11/2015
3262,	Holds ,8:11 PM,4/25/2016
9484,	Holds ,4:51 AM,11/5/2014
9953,	Holds ,1:56 PM,9/24/2014
13136,	Holds ,1:05 PM,2/25/2015
9320,Extracurricular Activities ,7:59 AM,11/17/2016
2571,Enrollment Shopping Cart,11:43 PM,10/9/2013
3502,My Planner,6:43 AM,1/25/2015
8326,My Planner,10:44 PM,6/26/2012
11918,Enrollment Shopping Cart,4:14 PM,12/14/2015
11518,Enrollment Shopping Cart,5:39 PM,2/19/2016
5324,Enrollment Shopping Cart,12:05 AM,8/31/2015
8411,Enrollment Shopping Cart,5:14 PM,5/9/2016
7453,Enrollment Shopping Cart,2:24 AM,8/27/2016
6150,Enrollment Shopping Cart,8:58 AM,12/27/2011
10921,My Planner,9:33 AM,4/15/2012
1339,Enrollment Shopping Cart,1:34 PM,11/2/2014
10440,My Planner,12:30 PM,7/9/2016
7143,Enrollment Shopping Cart,11:51 AM,1/28/2015
14261,Enrollment Shopping Cart,9:14 PM,8/9/2013
14894,My Planner,9:22 PM,12/17/2011
3784,Enrollment Shopping Cart,10:57 AM,9/21/2011
7604,My Planner,2:19 AM,3/5/2016
2218,Enrollment Shopping Cart,5:35 PM,3/16/2017
522,My Planner,2:20 PM,1/5/2014
11715,My Planner,1:08 PM,1/22/2017
10519,Enrollment Shopping Cart,1:43 AM,6/1/2017
4777,Enrollment Shopping Cart,6:59 AM,3/2/2014
8290,Enrollment Shopping Cart,6:11 AM,10/23/2014
7906,Enrollment Shopping Cart,7:05 AM,3/27/2015
13208,Enrollment Shopping Cart,4:09 PM,9/9/2015
11620,Enrollment Shopping Cart,5:56 AM,7/26/2015
5838,My Planner,8:26 PM,3/22/2013
10214,My Planner,11:00 PM,2/5/2012
11600,My Planner,9:30 AM,6/14/2012
2775,Enrollment Shopping Cart,2:07 PM,9/11/2012
8842,My Planner,5:51 PM,5/6/2016
4735,My Planner,5:49 PM,1/3/2016
4351,Enrollment Shopping Cart,1:11 PM,6/3/2017
13927,My Planner,5:21 AM,5/24/2015
12165,My Planner,6:56 PM,5/20/2014
1817,My Planner,11:01 PM,8/21/2014
14395,Enrollment Shopping Cart,7:51 AM,4/3/2015
8470,Enrollment Shopping Cart,1:27 AM,11/6/2014
9481,Enrollment Shopping Cart,7:13 AM,11/6/2013
12520,Enrollment Shopping Cart,3:29 PM,6/2/2012
5673,Enrollment Shopping Cart,10:38 AM,3/15/2012
14445,Enrollment Shopping Cart,11:37 PM,8/4/2014
14228,Enrollment Shopping Cart,6:01 PM,1/20/2014
3450,Enrollment Shopping Cart,6:01 PM,7/25/2017
6094,My Planner,11:41 PM,12/7/2013
1668,Enrollment Shopping Cart,1:20 AM,1/3/2012
5166,Enrollment Shopping Cart,3:52 AM,12/26/2014
7688,Enrollment Shopping Cart,9:34 AM,12/29/2014
5474,My Planner,2:06 PM,2/21/2014
2306,Enrollment Shopping Cart,6:45 PM,12/8/2011
14743,My Planner,3:04 PM,3/21/2015
9125,My Planner,7:38 PM,3/25/2012
5793,My Planner,11:13 AM,7/14/2016
14181,Enrollment Shopping Cart,9:54 AM,6/27/2015
224,My Planner,6:19 AM,3/5/2013
5845,My Planner,6:58 AM,4/22/2017
11573,Enrollment Shopping Cart,6:40 AM,8/4/2013
3558,My Planner,11:00 AM,2/7/2012
14610,Enrollment Shopping Cart,11:28 AM,3/24/2014
7579,Enrollment Shopping Cart,8:49 PM,4/23/2017
6448,Enrollment Shopping Cart,2:03 PM,3/15/2012
6975,Enrollment Shopping Cart,2:31 AM,11/17/2012
14837,Enrollment Shopping Cart,7:19 AM,8/21/2013
4321,My Planner,7:11 AM,6/21/2017
8341,Enrollment Shopping Cart,1:18 PM,1/9/2015
8485,My Planner,4:55 PM,1/24/2014
10241,Enrollment Shopping Cart,4:56 AM,10/30/2014
228,Enrollment Shopping Cart,1:59 PM,5/7/2014
358,My Planner,11:52 PM,8/20/2016
40,My Planner,2:51 AM,11/12/2011
14384,My Planner,7:51 AM,1/27/2013
576,My Planner,9:36 AM,1/25/2013
5055,Enrollment Shopping Cart,10:53 AM,2/13/2013
4827,My Planner,8:28 PM,7/21/2016
1354,Enrollment Shopping Cart,10:52 PM,1/3/2012
6568,Enrollment Shopping Cart,2:28 PM,8/16/2017
5751,Enrollment Shopping Cart,12:16 AM,11/24/2016
3388,Enrollment Shopping Cart,2:22 AM,7/29/2012
8637,Enrollment Shopping Cart,2:57 AM,7/16/2017
10091,My Planner,11:32 PM,1/4/2017
1031,Enrollment Shopping Cart,8:09 AM,5/21/2015
8088,Enrollment Shopping Cart,8:41 PM,10/3/2014
558,Enrollment Shopping Cart,5:38 PM,4/7/2015
2297,Enrollment Shopping Cart,9:43 PM,9/24/2014
9902,Enrollment Shopping Cart,3:06 PM,11/23/2011
4206,My Planner,5:20 AM,1/3/2015
1105,Enrollment Shopping Cart,1:48 AM,8/10/2012
493,My Planner,5:36 PM,6/30/2013
2057,My Planner,5:34 PM,9/5/2011
11305,My Planner,1:17 AM,10/29/2013
3186,My Planner,10:05 AM,7/7/2013
12988,Enrollment Shopping Cart,9:00 AM,2/4/2017
9520,My Planner,7:46 AM,6/15/2012
7884,My Planner,3:30 PM,10/17/2012
9553,Enrollment Shopping Cart,4:25 PM,8/5/2014
7560,My Planner,9:29 PM,10/17/2012
4845,Enrollment Shopping Cart,5:12 AM,1/8/2017
12232,Enrollment Shopping Cart,10:55 PM,4/9/2015
11492,My Planner,3:40 AM,11/12/2014
10357,My Planner,6:11 AM,11/1/2015
10468,My Planner,2:25 PM,1/28/2012
6837,My Planner,1:31 PM,10/29/2015
13768,My Planner,9:11 PM,7/3/2017
11499,Enrollment Shopping Cart,2:55 AM,12/30/2012
4248,Enrollment Shopping Cart,7:15 AM,6/19/2016
11788,My Planner,12:26 PM,9/8/2016
9905,Enrollment Shopping Cart,8:03 PM,5/15/2013
4966,My Planner,2:00 AM,9/2/2016
9117,My Planner,7:03 AM,2/9/2014
4106,My Planner,3:56 AM,2/14/2014
12620,My Planner,5:12 PM,7/11/2015
10557,My Planner,11:57 AM,2/7/2017
13670,Enrollment Shopping Cart,2:02 PM,7/17/2012
4676,Enrollment Shopping Cart,9:25 PM,10/13/2015
10273,Enrollment Shopping Cart,2:00 AM,12/31/2011
5978,Enrollment Shopping Cart,8:36 PM,10/31/2011
12756,My Planner,9:21 AM,2/18/2017
7798,Enrollment Shopping Cart,2:11 AM,2/28/2013
7696,My Planner,1:27 PM,11/23/2015
7368,Enrollment Shopping Cart,7:48 PM,4/24/2015
11951,Enrollment Shopping Cart,11:45 AM,7/18/2015
1991,Enrollment Shopping Cart,11:34 PM,7/11/2012
14414,Enrollment Shopping Cart,4:34 PM,5/12/2014
3712,My Planner,12:56 AM,7/14/2013
8465,My Planner,11:24 PM,5/16/2012
2058,Enrollment Shopping Cart,8:49 AM,5/12/2015
14112,My Planner,5:16 PM,3/26/2012
4789,Enrollment Shopping Cart,7:41 AM,1/25/2015
7481,Enrollment Shopping Cart,12:08 AM,10/16/2011
5323,My Planner,7:03 PM,1/28/2017
10912,My Planner,6:05 AM,9/28/2015
397,Enrollment Shopping Cart,8:42 PM,4/30/2014
5870,Enrollment Shopping Cart,12:30 AM,2/14/2017
14888,My Planner,10:00 PM,1/21/2013
5991,Enrollment Shopping Cart,1:13 AM,8/5/2017
13336,My Planner,10:20 PM,2/24/2016
281,My Planner,4:19 PM,11/24/2014
4271,Enrollment Shopping Cart,5:07 AM,12/31/2014
8492,My Planner,9:11 AM,7/10/2013
14372,My Planner,12:23 PM,8/28/2016
991,Enrollment Shopping Cart,4:05 AM,10/12/2014
11648,Enrollment Shopping Cart,9:59 PM,8/11/2015
2887,Enrollment Shopping Cart,4:26 AM,9/15/2013
9882,Enrollment Shopping Cart,3:49 AM,6/7/2013
9226,Enrollment Shopping Cart,3:03 AM,1/11/2014
1919,Enrollment Shopping Cart,7:51 PM,8/4/2014
9029,Enrollment Shopping Cart,7:34 PM,6/5/2012
11044,My Planner,3:57 AM,1/10/2013
1920,My Planner,5:44 PM,1/3/2017
6889,My Planner,5:25 PM,6/2/2015
6103,My Planner,7:04 PM,3/7/2014
6355,My Planner,7:04 PM,6/5/2013
11380,Enrollment Shopping Cart,8:47 AM,8/3/2017
8366,My Planner,12:07 PM,9/15/2015
1994,My Planner,4:17 PM,11/22/2012
7762,My Planner,5:57 AM,12/19/2014
10631,Enrollment Shopping Cart,9:53 AM,1/16/2013
888,My Planner,9:23 AM,9/12/2016
4047,My Planner,11:32 AM,3/15/2015
3041,Enrollment Shopping Cart,4:34 PM,12/4/2012
1283,My Planner,7:21 AM,2/25/2015
9413,My Planner,10:21 PM,8/7/2014
10615,My Planner,3:10 PM,1/24/2014
947,My Planner,1:00 AM,6/3/2014
14730,My Planner,11:23 PM,8/8/2016
3496,My Planner,7:01 PM,10/28/2016
1014,Enrollment Shopping Cart,5:29 PM,2/27/2017
14192,My Planner,5:03 AM,1/3/2012
8158,Enrollment Shopping Cart,9:56 PM,4/11/2014
10021,My Planner,2:12 AM,5/18/2017
5585,My Planner,12:29 PM,3/17/2014
10010,Enrollment Shopping Cart,4:23 PM,7/24/2016
9241,Enrollment Shopping Cart,10:58 AM,5/30/2015
12718,My Planner,10:07 AM,12/10/2015
1770,My Planner,4:55 PM,2/4/2015
10418,Enrollment Shopping Cart,5:44 AM,11/22/2011
14044,My Planner,8:25 AM,5/20/2013
7317,Enrollment Shopping Cart,10:44 AM,6/9/2014
10084,My Planner,1:23 AM,1/9/2014
239,Enrollment Shopping Cart,9:59 PM,6/16/2015
11990,My Planner,7:35 PM,11/1/2016
3119,Enrollment Shopping Cart,12:47 PM,5/8/2013
10669,Enrollment Shopping Cart,6:27 AM,12/30/2012
9536,My Planner,5:59 AM,11/22/2012
6867,My Planner,8:26 AM,4/13/2016
2474,Enrollment Shopping Cart,4:09 PM,2/14/2015
4622,Enrollment Shopping Cart,4:39 PM,8/10/2015
14130,My Planner,10:51 AM,12/3/2011
2272,Enrollment Shopping Cart,2:11 AM,5/7/2014
9846,My Planner,1:55 PM,8/31/2015
2236,Enrollment Shopping Cart,3:30 AM,8/17/2016
1651,Enrollment Shopping Cart,2:22 AM,4/30/2012
7572,My Planner,3:34 PM,5/9/2012
7520,My Planner,9:25 PM,8/16/2014
13858,Enrollment Shopping Cart,12:41 AM,9/13/2015
14517,My Planner,5:47 AM,6/2/2012
8099,Enrollment Shopping Cart,8:51 PM,4/12/2015
9858,My Planner,10:13 AM,9/26/2012
7251,My Planner,11:31 PM,6/25/2015
13481,Enrollment Shopping Cart,10:50 AM,7/9/2014
3958,My Planner,4:24 PM,1/23/2012
183,My Planner,2:16 PM,9/24/2012
368,My Planner,8:44 AM,9/5/2016
7138,Enrollment Shopping Cart,3:17 AM,6/6/2017
3598,My Planner,3:10 PM,4/5/2017
6189,Enrollment Shopping Cart,6:44 AM,9/3/2014
6427,Enrollment Shopping Cart,2:00 PM,6/21/2013
14441,Enrollment Shopping Cart,9:10 AM,6/27/2017
8435,Enrollment Shopping Cart,7:48 AM,8/27/2014
3675,My Planner,8:24 PM,11/25/2014
6208,My Planner,8:44 PM,10/6/2014
6132,My Planner,4:33 PM,11/28/2013
7153,Enrollment Shopping Cart,9:55 AM,11/8/2016
10855,My Planner,6:16 PM,10/2/2013
14128,My Planner,11:21 PM,6/30/2013
13496,My Planner,7:21 PM,5/28/2014
2841,My Planner,4:46 AM,11/3/2016
3208,Enrollment Shopping Cart,6:26 AM,2/27/2014
14327,Enrollment Shopping Cart,9:36 PM,2/15/2014
10807,Enrollment Shopping Cart,2:32 AM,8/1/2015
3072,My Planner,3:00 PM,3/6/2013
11059,My Planner,8:41 AM,5/19/2013
8461,Enrollment Shopping Cart,5:23 AM,8/8/2016
14211,My Planner,5:26 PM,4/12/2014
14222,My Planner,1:43 AM,6/10/2013
14096,My Planner,11:45 PM,9/21/2015
12234,My Planner,9:40 PM,6/8/2014
12694,My Planner,6:57 AM,1/15/2012
8733,My Planner,5:31 PM,12/2/2013
4526,My Planner,7:32 PM,1/14/2012
5844,Enrollment Shopping Cart,9:58 AM,8/23/2012
8539,My Planner,11:50 PM,12/24/2014
7511,Enrollment Shopping Cart,5:22 PM,8/11/2016
2474,Enrollment Shopping Cart,1:25 AM,10/30/2014
4530,My Planner,7:22 AM,4/7/2017
1581,My Planner,4:54 PM,11/28/2015
2041,My Planner,11:55 PM,11/12/2016
1038,Enrollment Shopping Cart,8:01 PM,3/31/2015
12524,My Planner,11:10 PM,1/26/2013
12612,Enrollment Shopping Cart,4:24 AM,4/21/2016
12770,Enrollment Shopping Cart,10:04 AM,10/29/2016
5306,Enrollment Shopping Cart,10:04 AM,1/27/2016
1186,Enrollment Shopping Cart,8:05 PM,4/7/2013
1701,My Planner,2:10 PM,12/9/2015
3153,Enrollment Shopping Cart,6:36 PM,1/23/2015
13003,Enrollment Shopping Cart,10:29 AM,7/18/2015
14356,Enrollment Shopping Cart,8:31 AM,7/10/2017
10478,Enrollment Shopping Cart,3:28 PM,4/2/2013
13758,Enrollment Shopping Cart,3:12 PM,8/24/2015
316,Enrollment Shopping Cart,10:37 PM,5/31/2013
299,My Planner,9:36 PM,5/16/2013
8480,My Planner,1:05 PM,3/15/2014
1968,My Planner,2:55 AM,3/19/2014
7064,My Planner,12:15 AM,11/1/2016
10815,My Planner,2:28 PM,12/27/2012
293,My Planner,8:52 PM,10/9/2012
6513,Enrollment Shopping Cart,8:29 AM,6/7/2012
3081,My Planner,4:14 PM,3/10/2017
11663,Enrollment Shopping Cart,1:29 AM,12/16/2016
4225,Enrollment Shopping Cart,5:21 AM,3/16/2013
3704,My Planner,8:03 AM,12/28/2016
6677,My Planner,2:06 PM,7/2/2013
13080,My Planner,4:42 PM,11/9/2012
1130,Enrollment Shopping Cart,7:43 AM,4/10/2013
5167,Enrollment Shopping Cart,8:55 AM,10/26/2013
8707,Enrollment Shopping Cart,12:33 PM,3/18/2014
14356,Enrollment Shopping Cart,10:33 PM,5/20/2013
6154,My Planner,2:45 AM,9/8/2013
7004,Enrollment Shopping Cart,1:49 PM,5/24/2015
3677,My Planner,3:46 AM,6/7/2015
8575,My Planner,3:18 AM,12/18/2011
9620,My Planner,11:06 PM,6/24/2013
7503,Enrollment Shopping Cart,10:22 PM,5/23/2012
3990,Enrollment Shopping Cart,8:25 PM,4/20/2015
7344,Enrollment Shopping Cart,8:55 AM,3/24/2013
4898,Enrollment Shopping Cart,4:49 AM,7/6/2017
11972,Enrollment Shopping Cart,10:27 PM,8/28/2013
12296,Enrollment Shopping Cart,5:45 PM,11/9/2015
3468,Enrollment Shopping Cart,3:25 AM,3/22/2013
11936,My Planner,4:16 AM,3/21/2012
1477,Enrollment Shopping Cart,10:27 PM,8/10/2014
10541,My Planner,1:41 PM,7/30/2013
3779,My Planner,12:24 PM,8/11/2016
11884,My Planner,11:56 PM,11/26/2011
9845,My Planner,8:30 AM,4/25/2013
7027,Enrollment Shopping Cart,4:32 AM,3/3/2013
2725,My Planner,1:11 PM,2/14/2017
6208,My Planner,2:32 AM,6/20/2017
867,Enrollment Shopping Cart,1:54 AM,9/12/2016
5811,Enrollment Shopping Cart,12:34 PM,11/20/2012
9323,My Planner,7:08 PM,9/30/2016
14467,Enrollment Shopping Cart,2:40 AM,6/7/2015
3846,Enrollment Shopping Cart,12:27 PM,1/16/2012
1074,Enrollment Shopping Cart,5:57 AM,9/4/2013
7789,Enrollment Shopping Cart,10:54 PM,1/9/2014
14304,Enrollment Shopping Cart,6:53 AM,12/10/2015
9918,My Planner,12:38 AM,4/27/2012
5200,My Planner,8:23 PM,8/21/2012
11284,Enrollment Shopping Cart,1:14 PM,10/6/2011
5674,Enrollment Shopping Cart,11:57 PM,10/1/2015
10709,My Planner,7:42 AM,5/27/2017
6424,My Planner,10:05 PM,4/6/2013
11658,Enrollment Shopping Cart,11:53 PM,1/20/2016
1252,My Planner,5:50 AM,5/13/2012
1088,Enrollment Shopping Cart,4:58 AM,9/26/2014
9336,My Planner,11:31 AM,2/15/2013
13107,Enrollment Shopping Cart,9:35 AM,5/10/2014
9777,Enrollment Shopping Cart,4:50 AM,3/28/2015
7386,Enrollment Shopping Cart,12:03 PM,4/2/2014
12662,Enrollment Shopping Cart,1:33 PM,8/24/2016
5495,My Planner,9:37 PM,3/15/2012
10207,Enrollment Shopping Cart,11:56 AM,9/5/2015
10602,Enrollment Shopping Cart,9:04 AM,4/2/2012
2084,Enrollment Shopping Cart,8:46 AM,3/17/2014
978,My Planner,9:32 AM,4/13/2012
3553,My Planner,10:52 PM,8/25/2016
1895,My Planner,10:18 AM,12/13/2014
4186,My Planner,5:09 PM,10/6/2014
5517,My Planner,1:48 AM,7/25/2013
9604,My Planner,10:14 PM,8/26/2011
4103,My Planner,7:59 AM,11/20/2014
8832,Enrollment Shopping Cart,7:49 AM,12/5/2012
5620,Enrollment Shopping Cart,2:50 AM,10/9/2012
654,Enrollment Shopping Cart,2:39 AM,4/5/2015
10571,Enrollment Shopping Cart,4:05 PM,6/18/2017
7337,My Planner,11:22 AM,3/19/2017
3655,My Planner,11:41 AM,10/10/2014
315,My Planner,10:46 PM,6/25/2015
13852,Enrollment Shopping Cart,6:23 PM,12/9/2013
10615,My Planner,4:26 PM,11/16/2016
684,My Planner,2:56 AM,8/6/2014
12531,My Planner,12:12 AM,5/21/2012
6645,Enrollment Shopping Cart,11:42 AM,5/28/2013
13789,My Planner,1:29 AM,9/1/2016
2344,My Planner,2:57 PM,11/19/2013
3436,Enrollment Shopping Cart,4:34 AM,9/8/2016
10729,Enrollment Shopping Cart,8:51 AM,5/9/2017
1178,My Planner,5:18 PM,8/5/2014
10524,Enrollment Shopping Cart,7:34 PM,9/18/2013
8340,Enrollment Shopping Cart,9:33 AM,11/13/2012
13573,Enrollment Shopping Cart,9:24 PM,11/24/2015
1004,My Planner,4:12 AM,3/11/2012
3041,My Planner,11:00 AM,7/30/2016
8589,Enrollment Shopping Cart,12:55 PM,1/17/2017
6779,Enrollment Shopping Cart,9:06 AM,12/31/2014
3180,Enrollment Shopping Cart,3:30 PM,10/28/2016
13957,Enrollment Shopping Cart,4:34 AM,2/1/2012
14900,Enrollment Shopping Cart,5:50 PM,10/2/2013
3970,Enrollment Shopping Cart,8:28 AM,3/7/2013
4807,My Planner,8:20 PM,9/4/2012
6793,Enrollment Shopping Cart,9:31 AM,12/18/2012
1572,My Planner,11:30 PM,1/20/2017
10011,Enrollment Shopping Cart,11:31 PM,2/27/2012
14727,My Planner,1:35 AM,4/30/2016
6938,Enrollment Shopping Cart,4:58 AM,8/5/2015
7537,Enrollment Shopping Cart,3:24 PM,2/25/2015
12537,My Planner,6:57 PM,2/22/2013
4695,Enrollment Shopping Cart,12:46 PM,9/9/2016
9249,My Planner,1:16 AM,11/12/2016
1887,Enrollment Shopping Cart,3:26 PM,4/21/2013
13477,Enrollment Shopping Cart,1:05 AM,12/12/2012
6776,Enrollment Shopping Cart,3:11 PM,5/14/2013
10858,My Planner,6:01 AM,11/27/2011
4795,Enrollment Shopping Cart,10:17 AM,2/22/2013
159,My Planner,5:45 AM,7/13/2013
3588,Enrollment Shopping Cart,10:59 AM,11/1/2012
7528,Enrollment Shopping Cart,2:16 AM,4/21/2015
7092,Enrollment Shopping Cart,9:32 PM,8/3/2013
10722,My Planner,5:11 PM,10/5/2014
5126,Enrollment Shopping Cart,8:56 AM,2/4/2014
14782,Enrollment Shopping Cart,7:52 PM,5/30/2017
